TARS_ROV_NEV;TARS_HOSZ_NEV;CIM_EGYBEN;TARS_TIPUS_MEGNEV;TARS_TIPUS_KOD;ADOSZAM;GAZD_FORM;GAZD_FORM_KOD;CEGALL;CEGALL_KOD;NEMGAZD_AG_MEGNEV;NEMGAZD_AG_KOD;NEMGAZD_AGAZAT_MEGNEV;NEMGAZD_AGAZAT_KOD;NEMGAZD_SZAKAGAZAT_MEGNEV;NEMGAZD_SZAKAGAZAT_KOD;JEGYZ_TOKE_ERT_HUF ;ORSZAG;ORSZAG_KOD;REGIO;REGIO_KOD;MEGYE;MEGYE_KOD ;TELEPULES;TELEPULES_KOD;ASZ_EVE 
Mezőtárkányi Aranykalász Mezőgazdasági Termelő, Szolgáltató Értékesitő Szövetkezet;Mezőtárkányi Aranykalász Mezőgazdasági Termelő, Szolgáltató Értékesitő Szövetkezet;3375 Mezőtárkány, Kossuth út 58.;Gazdasági Társaság;1;10062344-2-10;Szövetkezet;17;Működő;4;Mezőgazdaság, erdőgazdálkodás, halászat;A;Növénytermesztés, állattenyésztés, vadgazdálkodás és kapcsolódó szolgáltatások;1;Gabonaféle (kivéve: rizs), hüvelyes növény, olajos mag termesztése;111;30428000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Mezőtárkány;2967;2010
Mezőtárkányi Aranykalász Mezőgazdasági Termelő, Szolgáltató Értékesítő Szövetkezet;Mezőtárkányi Aranykalász Mezőgazdasági Termelő, Szolgáltató Értékesítő Szövetkezet;3375 Mezőtárkány, Kossuth út 58.;Gazdasági Társaság;1;10062344-2-10;Egyéb Szövetkezet;5;Működő;4;Mezőgazdaság, erdőgazdálkodás, halászat;A;Növénytermesztés, állattenyésztés, vadgazdálkodás és kapcsolódó szolgáltatások;1;Gabonaféle (kivéve: rizs), hüvelyes növény, olajos mag termesztése;111;28944000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Mezőtárkány;2967;2011
EXPRESSZ HITEL Kft.;EXPRESSZ HITEL Pénzügyi Szolgáltató Korlátolt Felelősségű Társaság;3300 Eger, (hrsz:6761/7) Ady Endre utca 2/A;Gazdasági Társaság;1;11403421-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Pénzügyi, biztosítási tevékenység;K;Egyéb pénzügyi tevékenység;66;Egyéb pénzügyi kiegészítő tevékenység;6619;5000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2012
EXPRESSZ HITEL Kft.;EXPRESSZ HITEL Pénzügyi Szolgáltató Korlátolt Felelősségű Társaság;3300 Eger, Ady Endre u. 2/A (hrsz:6761/7);Gazdasági Társaság;1;11403421-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Pénzügyi, biztosítási tevékenység;K;Egyéb pénzügyi tevékenység;66;Egyéb pénzügyi kiegészítő tevékenység;6619;5000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2010
EXPRESSZ HITEL Kft.;EXPRESSZ HITEL Pénzügyi Szolgáltató Korlátolt Felelősségű Társaság;3300 Eger, (hrsz:6761/7) Ady Endre utca 2/A;Gazdasági Társaság;1;11403421-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Pénzügyi, biztosítási tevékenység;K;Egyéb pénzügyi tevékenység;66;Egyéb pénzügyi kiegészítő tevékenység;6619;5000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2011
EXPRESSZ HITEL Kft. kt.a.;EXPRESSZ HITEL Pénzügyi Szolgáltató Korlátolt Felelősségű Társaság kényszertörlés alatt;3300 Eger, (hrsz:6761/7) Ady Endre utca 2/A;Gazdasági Társaság;1;11403421-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Pénzügyi, biztosítási tevékenység;K;Egyéb pénzügyi tevékenység;66;Egyéb pénzügyi kiegészítő tevékenység;6619;5000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2013
ETERCEM Kft. f.a.;ETERCEM  Építőanyagipari Kft. f.a.;3024 Lőrinci (Selyp), 435. hrsz.;Gazdasági Társaság;1;12104534-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Feldolgozóipar;C;Nemfém ásványi termék gyártása;23;Egyéb beton-, gipsz-, cementtermék gyártása;2369;155800000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Lőrinci;2846;2010
ETERCEM Kft.;ETERCEM  Építőanyagipari Korlátolt Felelősségű Társaság;3024 Lőrinci (Selyp), 435. hrsz.;Gazdasági Társaság;1;12104534-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Feldolgozóipar;C;Nemfém ásványi termék gyártása;23;Egyéb beton-, gipsz-, cementtermék gyártása;2369;155800000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Lőrinci;2846;2012
ETERCEM Kft.;ETERCEM  Építőanyagipari Korlátolt Felelősségű Társaság;3024 Lőrinci (Selyp), 435. hrsz.;Gazdasági Társaság;1;12104534-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Feldolgozóipar;C;Nemfém ásványi termék gyártása;23;Egyéb beton-, gipsz-, cementtermék gyártása;2369;155800000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Lőrinci;2846;2011
ETERCEM Kft.;ETERCEM  Építőanyagipari Korlátolt Felelősségű Társaság;3024 Lőrinci (Selyp) 435. hrsz.;Gazdasági Társaság;1;12104534-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Feldolgozóipar;C;Nemfém ásványi termék gyártása;23;Egyéb beton-, gipsz-, cementtermék gyártása;2369;155800000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Lőrinci;2846;2015
ETERCEM Kft.;ETERCEM  Építőanyagipari Korlátolt Felelősségű Társaság;3024 Lőrinci (Selyp) 435. hrsz.;Gazdasági Társaság;1;12104534-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Feldolgozóipar;C;Nemfém ásványi termék gyártása;23;Egyéb beton-, gipsz-, cementtermék gyártása;2369;155800000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Lőrinci;2846;2016
ETERCEM Kft.;ETERCEM  Építőanyagipari Korlátolt Felelősségű Társaság;3024 Lőrinci (Selyp), 435. hrsz.;Gazdasági Társaság;1;12104534-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Feldolgozóipar;C;Nemfém ásványi termék gyártása;23;Egyéb beton-, gipsz-, cementtermék gyártása;2369;155800000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Lőrinci;2846;2013
ETERCEM Kft.;ETERCEM  Építőanyagipari Korlátolt Felelősségű Társaság;3024 Lőrinci (Selyp) 435. hrsz.;Gazdasági Társaság;1;12104534-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Feldolgozóipar;C;Nemfém ásványi termék gyártása;23;Egyéb beton-, gipsz-, cementtermék gyártása;2369;155800000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Lőrinci;2846;2014
KŐTEK 2001 Kft. f. a.;KŐTEK 2001 Termelő, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság felszámolás alatt;3390 Füzesabony Damkanich utca 8\A.;Gazdasági Társaság;1;11176701-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Építőipar;F;Épületek építése;41;Lakó- és nem lakó épület építése;4120;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Füzesabony;181;2017
TÓTH TRANS SPED Kft. kt.a.;TÓTH TRANS SPED Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság kényszertörlés alatt;3300 Eger Egri Csillagok utca 24.;Gazdasági Társaság;1;11982654-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Kereskedelem, gépjárműjavítás;G;Kiskereskedelem (kivéve: gépjármű, motorkerékpár);47;Vasáru-, festék-, üveg-kiskereskedelem;4752;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2014
LOK Hungária Kft. f.a.;LOK Hungária Ingatlanforgalmazó és Építőipari Korlátolt Felelősségű Társaság felszámolás alatt;3300 Eger Szalapart út 21.;Gazdasági Társaság;1;12907887-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2015
LOK Hungária Kft. f.a.;LOK Hungária Ingatlanforgalmazó és Építőipari Korlátolt Felelősségű Társaság felszámolás alatt;3300 Eger Szalapart út 21.;Gazdasági Társaság;1;12907887-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2016
LOK Hungária Kft. f.a.;LOK Hungária Ingatlanforgalmazó és Építőipari Korlátolt Felelősségű Társaság felszámolás alatt;3300 Eger Szalapart út 21.;Gazdasági Társaság;1;12907887-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Ingatlanügyletek;L;INGATLANÜGYLETEK;68;Saját tulajdonú ingatlan adásvétele;6810;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2014
EGER INNOVATIONS Nonprofit Kft.;EGER INNOVATIONS Kutatás-Fejlesztési Nonprofit Korlátolt Felelősségű Társaság;3300 Eger, Leányka út 6.;Gazdasági Társaság;1;13833563-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Tudományos kutatás, fejlesztés;72;Egyéb természettudományi, műszaki kutatás, fejlesztés;7219;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2010
EGER INNOVATIONS Nonprofit Kft.;EGER INNOVATIONS Kutatás-Fejlesztési Nonprofit Korlátolt Felelősségű Társaság;3300 Eger, Leányka út 6.;Gazdasági Társaság;1;13833563-2-10;Nonprofit Korlátolt Felelősségű Társaság;12;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Tudományos kutatás, fejlesztés;72;Egyéb természettudományi, műszaki kutatás, fejlesztés;7219;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2011
EGER INNOVATIONS Nonprofit Kft.;EGER INNOVATIONS Kutatás-Fejlesztési Nonprofit Korlátolt Felelősségű Társaság;3300 Eger, Leányka út 6.;Gazdasági Társaság;1;13833563-2-10;Nonprofit Korlátolt Felelősségű Társaság;12;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Tudományos kutatás, fejlesztés;72;Egyéb természettudományi, műszaki kutatás, fejlesztés;7219;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2012
ZW CARGO Kft. f.a.;ZW CARGO Korlátolt Felelősségű Társaság felszámolás alatt;3000 Hatvan Kisfaludy út 15.;Gazdasági Társaság;1;14011979-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Oktatás;P;Oktatás;85;Járművezető-oktatás;8553;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Hatvan;2053;2015
ZW CARGO Kft. f.a.;ZW CARGO Korlátolt Felelősségű Társaság felszámolás alatt;3000 Hatvan Kisfaludy út 15.;Gazdasági Társaság;1;14011979-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Oktatás;P;Oktatás;85;Járművezető-oktatás;8553;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Hatvan;2053;2014
ZW CARGO Kft. f.a.;ZW CARGO Korlátolt Felelősségű Társaság felszámolás alatt;3000 Hatvan Kisfaludy út 15.;Gazdasági Társaság;1;14011979-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Oktatás;P;Oktatás;85;Járművezető-oktatás;8553;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Hatvan;2053;2016
FŐISKOLA REND-TREND Kft. v.a.;FŐISKOLA REND-TREND Szolgáltató Korlátolt Felelősségű Társaság végelszámolás alatt;3300 Eger, Eszterházy tér 1.;Gazdasági Társaság;1;14138799-2-10;Korlátolt Felelősségű Társaság;8;Végelszámolás alatt;5;Adminisztratív és szolgáltatást támogató tevékenység;N;Építmény üzemeltetés, zöldterület-kezelés;81;Általános épülettakarítás;8121;500000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2011
FŐISKOLA REND-TREND Kft. v.a.;FŐISKOLA REND-TREND Szolgáltató Korlátolt Felelősségű Társaság végelszámolás alatt;3300 Eger, Eszterházy tér 1.;Gazdasági Társaság;1;14138799-2-10;Korlátolt Felelősségű Társaság;8;Végelszámolás alatt;5;Adminisztratív és szolgáltatást támogató tevékenység;N;Építmény üzemeltetés, zöldterület-kezelés;81;Általános épülettakarítás;8121;500000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2012
FŐISKOLA REND-TREND Kft.;FŐISKOLA REND-TREND Szolgáltató Korlátolt Felelősségű Társaság;3300 Eger, Eszterházy tér 1.;Gazdasági Társaság;1;14138799-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Adminisztratív és szolgáltatást támogató tevékenység;N;Építmény üzemeltetés, zöldterület-kezelés;81;Általános épülettakarítás;8121;500000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2010
EGERFOOD Kft.;EGERFOOD Kutatási, Fejlesztési Korlátolt Felelősségű Társaság;3300 Eger, Leányka utca 6.;Gazdasági Társaság;1;14170711-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Tudományos kutatás, fejlesztés;72;Egyéb természettudományi, műszaki kutatás, fejlesztés;7219;10020000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2011
EGERFOOD Kft.;EGERFOOD Kutatási, Fejlesztési Korlátolt Felelősségű Társaság;3300 Eger, Leányka u. 6.;Gazdasági Társaság;1;14170711-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Tudományos kutatás, fejlesztés;72;Egyéb természettudományi, műszaki kutatás, fejlesztés;7219;10020000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2010
EGERFOOD Kft.;EGERFOOD Kutatási, Fejlesztési Korlátolt Felelősségű Társaság;3300 Eger, Leányka utca 6.;Gazdasági Társaság;1;14170711-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Tudományos kutatás, fejlesztés;72;Egyéb természettudományi, műszaki kutatás, fejlesztés;7219;10020000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2012
ÖNB Építőipari Kft.;ÖNB Építőipari Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;3321 Egerbakta, Tóvölgy utca 4.;Gazdasági Társaság;1;14304431-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Építőipar;F;Épületek építése;41;Lakó- és nem lakó épület építése;4120;2000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Egerbakta;1123;2012
ÖNB Építőipari Kft. kt.a.;ÖNB Építőipari Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság kényszertörlés alatt;3321 Egerbakta, Tóvölgy utca 4.;Gazdasági Társaság;1;14304431-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Építőipar;F;Épületek építése;41;Lakó- és nem lakó épület építése;4120;2000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Egerbakta;1123;2013
AGRIA TISZK Nonprofit Kft.;AGRIA TISZK Térségi Integrált Szakképző Központ Közhasznú Nonprofit Korlátolt Felelősségű Társaság;3300 Eger, Bartók B. tér 4.;Gazdasági Társaság;1;14364404-1-10;Korlátolt Felelősségű Társaság;8;Működő;4;Oktatás;P;Oktatás;85;Szakmai középfokú oktatás;8532;500000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2010
AGRIA TISZK Nonprofit Kft.;AGRIA TISZK Térségi Integrált Szakképző Központ Közhasznú Nonprofit Korlátolt Felelősségű Társaság;3300 Eger, Bartók B. tér 4.;Gazdasági Társaság;1;14364404-1-10;Nonprofit Korlátolt Felelősségű Társaság;12;Működő;4;Oktatás;P;Oktatás;85;Szakmai középfokú oktatás;8532;500000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2011
AGRIA TISZK Nonprofit Kft.;AGRIA TISZK Térségi Integrált Szakképző Központ Közhasznú Nonprofit Korlátolt Felelősségű Társaság;3300 Eger, Bartók B. tér 4.;Gazdasági Társaság;1;14364404-1-10;Nonprofit Korlátolt Felelősségű Társaság;12;Működő;4;Oktatás;P;Oktatás;85;Szakmai középfokú oktatás;8532;500000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Eger;1875;2012
Pro Caroberto Kft.;Pro Caroberto Nonprofit Kiemelkedően Közhasznú Korlátolt Felelősségű Társaság;3200 Gyöngyös, Katona József út 4.;Gazdasági Társaság;1;14374805-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Oktatás;P;Oktatás;85;Szakmai középfokú oktatás;8532;30490000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Gyöngyös;375;2010
Pro Caroberto Kft.;Pro Caroberto Nonprofit Kiemelkedően Közhasznú Korlátolt Felelősségű Társaság;3200 Gyöngyös, Katona József út 4.;Gazdasági Társaság;1;14374805-2-10;Nonprofit Korlátolt Felelősségű Társaság;12;Működő;4;Oktatás;P;Oktatás;85;Szakmai középfokú oktatás;8532;30490000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Gyöngyös;375;2011
RAKLAP MESTER Kft. f.a.;RAKLAP MESTER Korlátolt Felelősségű Társaság felszámolás alatt;3388 Poroszló Borsodivánkai út 0436/1;Gazdasági Társaság;1;14445851-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Feldolgozóipar;C;Fafeldolgozás (kivéve: bútor), fonottáru gyártása;16;Tároló fatermék gyártása;1624;500000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Poroszló;2042;2014
RAKLAP MESTER Kft. f.a.;RAKLAP MESTER Korlátolt Felelősségű Társaság felszámolás alatt;3388 Poroszló Borsodivánkai út 0436/1;Gazdasági Társaság;1;14445851-2-10;Korlátolt Felelősségű Társaság;8;Felszámolás alatt;1;Feldolgozóipar;C;Fafeldolgozás (kivéve: bútor), fonottáru gyártása;16;Tároló fatermék gyártása;1624;500000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Poroszló;2042;2015
Károly Róbert Nonprofit Kft.;Károly Róbert Kutató-Oktató Közhasznú Nonprofit Korlátolt Felelősségű Társaság;3213 Atkár, Tass-puszta 0165. hrsz.;Gazdasági Társaság;1;18574966-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Oktatás;P;Oktatás;85;M.n.s. egyéb oktatás;8559;68330000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Atkár;1444;2010
Károly Róbert Nonprofit Kft.;Károly Róbert Kutató-Oktató Közhasznú Nonprofit Korlátolt Felelősségű Társaság;3213 Atkár, Tass-puszta 0165 hrsz.;Gazdasági Társaság;1;18574966-2-10;Nonprofit Korlátolt Felelősségű Társaság;12;Működő;4;Oktatás;P;Oktatás;85;M.n.s. egyéb oktatás;8559;68330000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Atkár;1444;2011
Károly Róbert Nonprofit Kft.;Károly Róbert Kutató-Oktató Közhasznú Nonprofit Korlátolt Felelősségű Társaság;3213 Atkár, Tass-puszta 0165 hrsz.;Gazdasági Társaság;1;18574966-2-10;Nonprofit Korlátolt Felelősségű Társaság;12;Működő;4;Oktatás;P;Oktatás;85;M.n.s. egyéb oktatás;8559;68330000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Atkár;1444;2012
KR Spektrum Kft.;KR Spektrum Kutató- Fejlesztő és Szolgáltató Korlátolt Felelősségű Társaság;3200 Gyöngyös, Mátrai út 36.;Gazdasági Társaság;1;14466630-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Tudományos kutatás, fejlesztés;72;Egyéb természettudományi, műszaki kutatás, fejlesztés;7219;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Gyöngyös;375;2011
KR Spektrum Kft.;KR Spektrum Kutató- Fejlesztő és Szolgáltató Korlátolt Felelősségű Társaság;3200 Gyöngyös, Mátrai út 36.;Gazdasági Társaság;1;14466630-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Tudományos kutatás, fejlesztés;72;Egyéb természettudományi, műszaki kutatás, fejlesztés;7219;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Gyöngyös;375;2010
KR Spektrum Kft.;KR Spektrum Kutató- Fejlesztő és Szolgáltató Korlátolt Felelősségű Társaság;3200 Gyöngyös, Mátrai út 36.;Gazdasági Társaság;1;14466630-2-10;Korlátolt Felelősségű Társaság;8;Működő;4;Szakmai, tudományos, műszaki tevékenység;M;Tudományos kutatás, fejlesztés;72;Egyéb természettudományi, műszaki kutatás, fejlesztés;7219;3000000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Gyöngyös;375;2012
Hatvan-TISZK Kft.;Hatvan-TISZK Szakképzés-szervezési Nonprofit Kiemelkedően Közhasznú Korlátolt Felelősségű Társaság;3000 Hatvan, Vécsey utca 2.;Gazdasági Társaság;1;14483563-2-10;Nonprofit Korlátolt Felelősségű Társaság;12;Működő;4;Oktatás;P;Oktatás;85;Oktatást kiegészítő tevékenység;8560;700000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Hatvan;2053;2011
Hatvan-TISZK Kft.;Hatvan-TISZK Szakképzés-szervezési Nonprofit Kiemelkedően Közhasznú Korlátolt Felelősségű Társaság;3000 Hatvan, Vécsey utca 2.;Gazdasági Társaság;1;14483563-2-10;Nonprofit Korlátolt Felelősségű Társaság;12;Működő;4;Oktatás;P;Oktatás;85;Oktatást kiegészítő tevékenység;8560;700000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Hatvan;2053;2012
Hatvan-TISZK Kft.;Hatvan-TISZK Szakképzés-szervezési Nonprofit Közhasznú Korlátolt Felelősségű Társaság;3000 Hatvan Vécsey utca 2.;Gazdasági Társaság;1;14483563-2-10;Nonprofit Korlátolt Felelősségű Társaság;12;Működő;4;Oktatás;P;Oktatás;85;Oktatást kiegészítő tevékenység;8560;700000.00;Magyarország;HU;Észak-Magyarország régió;4;Heves;10;Hatvan;2053;2014
