WKT,KULTHAT_ID,NEV
"MULTIPOLYGON (((448755.3 163673.7,448759.3 163673.5,448979.0 163661.3,449109.8 163766.3,449256.2 163966.5,449353.3 164387.7,449109.5 164840.0,449300.3 164874.5,449252.9 165511.9,449213.3 165632.4,449159.6 165988.8,449159.6 165988.8,449163.6 165987.2,449825.6 165710.7,450341.8 165598.7,450597.3 165527.6,450597.3 165527.6,450967.8 165355.8,451363.5 165224.1,451987.4 165653.6,453015.0 165494.8,453015.0 165494.8,452930.8 164591.9,453254.4 163587.4,453254.4 163587.4,452153.1 162883.9,452012.3 162819.2,451671.0 162750.1,451117.8 162410.9,451042.7 162398.3,451042.7 162398.3,450942.0 162381.3,450942.0 162381.3,450796.6 162356.8,450476.6 162618.9,450091.9 163006.6,450091.9 163006.6,449690.6 162988.0,449319.4 163009.4,449024.4 163236.2,448755.3 163673.7)))",24,Kerkáskápolna
"MULTIPOLYGON (((448921.0 148342.1,448937.9 148433.7,448652.9 148645.4,448393.1 148887.0,448308.6 149083.0,448620.1 149192.4,448928.6 149454.3,448928.6 149454.3,449114.5 150489.0,449114.5 150489.0,449118.5 150488.5,449568.6 150438.6,449763.9 150352.7,449963.8 150181.5,450299.9 150185.4,450324.5 150080.0,450419.1 149919.1,450643.5 149612.3,450759.1 149672.2,451165.7 149716.0,451135.9 149796.4,451092.6 150213.0,451008.9 150584.5,450940.0 150880.8,451062.9 151472.4,452381.9 151392.9,452437.9 151730.0,452437.9 151730.0,452441.6 151726.7,452713.3 151482.2,453038.6 151305.5,453185.9 151295.8,453185.9 151295.8,453279.4 151289.7,453734.7 151037.4,454291.6 151040.6,454873.4 151038.7,455354.9 151002.1,455942.8 151246.0,456389.7 151350.0,456716.2 151444.2,457004.6 151691.7,457004.6 151691.7,457008.6 151689.9,457518.6 151448.7,457522.6 151446.8,457522.6 151446.8,457221.7 151181.7,456935.1 151037.1,456763.3 150834.2,456759.9 150830.2,456759.9 150830.2,456759.6 150830.3,456759.6 150830.3,456458.3 150751.1,456322.2 150586.0,456045.4 150346.1,455833.0 149915.4,455614.9 149324.1,455423.2 149048.6,455423.2 149048.6,455179.8 148810.0,454962.8 148509.7,454795.9 148209.2,454442.3 147633.3,453951.1 147725.2,453609.9 147701.2,453204.3 147868.1,453054.4 148004.0,452994.2 148009.3,452843.5 147959.6,452607.1 147804.8,452450.8 147639.7,452449.8 147618.3,452449.8 147618.3,452446.1 147622.3,452186.1 147901.5,451916.7 148248.5,451121.5 148793.0,450901.1 148863.9,450519.5 148789.9,450273.5 148730.5,449843.6 148469.3,449843.6 148469.3,449780.6 148431.0,449560.9 148672.6,449304.4 148517.8,449298.6 148379.9,449298.4 148375.9,449298.4 148375.9,448925.0 148342.5,448921.0 148342.1)))",25,Resznek
"MULTIPOLYGON (((448960.4 160550.6,449587.3 160503.5,449765.5 161130.1,449862.0 161390.6,449963.3 161626.1,450224.2 161635.3,450544.4 161423.6,450845.3 161412.6,450927.1 161763.5,450942.0 162381.3,450942.0 162381.3,451042.7 162398.3,451042.7 162398.3,451625.9 161858.1,452000.4 161730.0,452244.7 161378.0,452459.2 161106.3,452784.2 160859.4,452784.2 160859.4,452883.5 160633.3,453279.3 160501.6,453333.2 160215.5,453373.1 160155.1,453306.6 160108.0,453302.6 160105.2,453302.6 160105.2,452965.5 159860.4,452775.0 159896.1,452210.3 159245.7,451811.7 158695.1,451449.1 158380.1,451449.1 158380.1,451445.1 158380.1,450997.6 158376.6,450752.2 158472.7,450753.6 158793.8,450675.1 159185.4,450620.8 159381.3,450210.9 159713.7,449765.1 159880.7,449444.6 159997.2,449325.3 160258.4,448964.4 160547.4,448960.4 160550.6)))",26,Felsõszenterzsébet
"MULTIPOLYGON (((448962.9 181899.6,448872.8 181950.0,448814.8 182457.0,449411.8 182470.1,449304.3 183122.7,449615.9 183257.2,449637.1 183528.1,449903.2 183562.3,449974.6 183838.0,449891.2 184274.8,449345.9 184622.8,449605.3 185666.6,449606.3 185670.6,449606.3 185670.6,450028.1 185754.5,450459.8 185843.4,450645.8 185918.1,450771.2 185912.7,450771.2 185912.7,450770.2 185908.7,450694.5 185586.8,451003.0 185003.8,451031.4 184617.4,451054.3 184110.5,451268.0 183648.2,451397.5 183447.1,451536.1 183015.2,451073.9 182861.1,451105.5 182038.2,451249.2 181646.4,451625.4 181630.1,451905.5 181438.5,451572.4 180978.0,451493.6 181314.4,451062.2 181315.8,451111.0 180994.6,450969.1 180668.9,450618.6 180810.5,450543.2 181035.8,450515.0 181222.3,450660.9 181312.1,450567.2 181678.7,450266.2 181674.6,449976.2 181891.3,449724.8 181766.7,449478.2 181576.8,449481.9 181270.7,449270.9 181211.2,449075.5 181267.0,448925.6 181392.9,448991.9 181638.6,449022.7 181819.1,448962.9 181899.6)))",27,Rátót
"MULTIPOLYGON (((449114.5 150489.0,449529.5 152799.1,449529.5 152799.1,449552.1 152924.8,449552.1 152924.8,449556.1 152923.6,449829.9 152841.1,450095.5 152780.1,450411.5 152789.1,450852.8 152752.5,450852.8 152752.5,451098.7 152771.8,451283.6 152625.7,451554.0 152499.4,451834.2 152338.0,452038.9 152126.6,452228.6 151905.2,452437.9 151730.0,452437.9 151730.0,452437.9 151730.0,452437.9 151730.0,452381.9 151392.9,451062.9 151472.4,450940.0 150880.8,451008.9 150584.5,451092.6 150213.0,451135.9 149796.4,451165.7 149716.0,450759.1 149672.2,450643.5 149612.3,450419.1 149919.1,450324.5 150080.0,450299.9 150185.4,449963.8 150181.5,449763.9 150352.7,449568.6 150438.6,449118.5 150488.5,449114.5 150489.0)))",28,Lendvajakabfa
"MULTIPOLYGON (((449298.4 148375.9,449298.6 148379.9,449304.4 148517.8,449560.9 148672.6,449780.6 148431.0,449843.6 148469.3,449843.6 148469.3,449844.9 148465.3,449984.6 148049.0,450088.5 147727.6,450247.0 147260.5,450386.7 147069.4,450490.7 146768.0,450469.5 146502.1,450699.4 146300.7,450914.4 146139.4,450923.0 145828.3,450881.7 145552.5,450865.5 145296.7,450844.3 145035.8,450838.5 144850.2,450863.0 144704.6,450998.7 144506.6,451001.4 144502.6,451001.4 144502.6,450891.6 144373.4,450697.8 144116.6,450694.8 144112.6,450694.8 144112.6,449797.5 144266.0,449797.5 144266.0,449798 144270,449854.7 144702.9,449895.7 144913.5,449972.3 145209.2,450220 145655,449979.7 145771.2,449804.7 145907.2,449580.2 146173.8,449235.5 146511.1,449496.9 146640.7,449259.3 147374.0,449686.5 147568.3,449313.8 148377.3,449298.4 148375.9)))",29,Szíjártóháza
"MULTIPOLYGON (((449340.3 153509.8,449392.4 153750.7,449409.3 154182.1,449470.5 154407.7,449667.7 154768.3,449559 155155,449595.9 155576.4,450214.2 157029.4,450309.7 157074.3,450509.9 156958.2,450639.0 156651.7,451009.8 156550.2,451126.6 156881.0,451142.6 157111.7,451338.5 157161.3,451514.9 157361.4,451666.4 157596.7,451666.4 157596.7,451670.4 157594.4,452001.7 157400.0,452065.9 157179.0,452149.7 156837.5,452308.4 156425.6,452452.7 156149.2,452552.2 155953.2,452729.0 155665.6,452731.5 155661.6,452731.5 155661.6,452535.3 155526.8,452258.3 155281.8,451810.3 154922.0,451523.1 154621.9,451201.0 154377.1,451084.0 154016.2,450951.8 153403.5,450950.9 153399.5,450950.9 153399.5,450775.4 153415.1,450374.1 153416.4,449882.3 153362.8,449642.4 153427.7,449642.4 153427.7,449340.3 153509.8)))",30,Márokföld
"MULTIPOLYGON (((449843.6 148469.3,450273.5 148730.5,450519.5 148789.9,450901.1 148863.9,451121.5 148793.0,451916.7 148248.5,452186.1 147901.5,452446.1 147622.3,452449.8 147618.3,452449.8 147618.3,452434.3 147298.6,452056.9 147013.8,451971.1 146893.7,452210.7 146632.0,452535.5 146345.0,452439.0 146074.3,452391.8 146049.9,452391.8 146049.9,452321.7 146013.7,452317.7 146011.7,452317.7 146011.7,452293.2 145994.5,452166.8 145754.1,452060.5 145543.7,451657.1 145058.3,451307.6 145445.8,451317.2 145345.4,451140.8 145150.3,451019.4 144914.9,451048.5 144699.0,451027.8 144533.5,451001.4 144502.6,451001.4 144502.6,450998.7 144506.6,450863.0 144704.6,450838.5 144850.2,450844.3 145035.8,450865.5 145296.7,450881.7 145552.5,450923.0 145828.3,450914.4 146139.4,450699.4 146300.7,450469.5 146502.1,450490.7 146768.0,450386.7 147069.4,450247.0 147260.5,450088.5 147727.6,449984.6 148049.0,449844.9 148465.3,449843.6 148469.3)))",31,Zalaszombatfa
"MULTIPOLYGON (((450597.3 165527.6,450600.1 165531.6,450895.1 165948.1,450976.4 166188.7,451093.1 166494.4,451350.5 166864.8,451321.7 167150.9,451127.0 167372.3,451198.4 167648.0,451501.4 168108.7,451693.4 168429.2,451705.0 168775.3,451742.3 169282.0,452034.9 169667.4,452181.7 169972.9,452142.9 170284.1,452280.4 170755.3,451922.0 171383.7,451922.0 171383.7,451926.0 171384.1,452489.1 171442.0,452925.1 171350.3,453235.5 171213.9,453235.5 171213.9,453971.8 170955.6,454150.8 170603.8,454382.3 170534.0,454386.3 170532.8,454386.3 170532.8,454426.1 170457.4,454475.5 170291.7,454649.2 169859.6,454702.7 169473.1,454400.5 169183.1,454283.6 168842.3,454417.8 168555.9,454748.3 168404.3,454776.3 167932.6,454954.0 167274.7,455130.9 166716.2,455132.2 166712.2,455132.2 166712.2,454415.4 166850.0,454202.4 166308.8,453771.1 166320.2,453764.7 166004.1,453077 165896,453015.6 165498.8,453015.0 165494.8,453015.0 165494.8,451987.4 165653.6,451363.5 165224.1,450967.8 165355.8,450597.3 165527.6)))",32,Nagyrákos
"MULTIPOLYGON (((450694.8 144112.6,450697.8 144116.6,450891.6 144373.4,451001.4 144502.6,451001.4 144502.6,451027.8 144533.5,451048.5 144699.0,451019.4 144914.9,451140.8 145150.3,451317.2 145345.4,451307.6 145445.8,451657.1 145058.3,452060.5 145543.7,452166.8 145754.1,452293.2 145994.5,452317.7 146011.7,452317.7 146011.7,452321.7 146013.7,452391.8 146049.9,452391.8 146049.9,452959.8 145851.9,453420.3655 144961.188,453797.6215 144990.972,454273.3 145687.1,454413.5 145626.5,454614.9 145806.4,455094.5 145333.3,455329.3 145116.8,455429.4 145071.3,455843.8 145368.9,455844.8 145369.7,455844.8 145369.7,455854.5 145279.0,455973.6 144977.5,456228.0 144605.3,456356.5 144138.2,456576.2 143881.6,456344.0 143516.1,456272.6 143230.3,456442.3 143014.0,456582.2 142888.0,456687.4 142816.9,456687.4 142816.9,456686.1 142812.9,456529.9 142341.3,456413.4 142055.7,456192.1 141926.1,455915.7 141796.6,455906.4 141794.2,455906.4 141794.2,455659.6 141732.3,455453.4 141582.5,455251.5 141267.1,455164.8 140926.2,455072.5 140409.7,455055.1 139837.8,454903.9 139657.7,455459.9 139450.0,455589.4 139228.7,455498.0 138953.1,455400.2 138826.4,455400.2 138826.4,453345.9 139092.1,450770.8 144099.6,450770.8 144099.6,450694.8 144112.6)))",33,Rédics
"MULTIPOLYGON (((450950.9 153399.5,450951.8 153403.5,451084.0 154016.2,451201.0 154377.1,451523.1 154621.9,451810.3 154922.0,452258.3 155281.8,452535.3 155526.8,452731.5 155661.6,453097.9 155710.6,453323.2 155619.6,453321.7 155263.3,453556.7 155097.0,453505.2 154786.1,453308.3 154495.7,453346.7 154084.2,453556.2 153827.6,453725.4 153506.0,453829.7 153269.8,453907.4 153092.9,453909.2 153088.9,453762.7 152863.6,453756.7 152637.8,453880.8 152321.4,453800.6 152037.5,453678.8 151825.5,453551.7 151740.8,453295.1 151440.2,453186.7 151296.8,453185.9 151295.8,453038.6 151305.5,452713.3 151482.2,452441.6 151726.7,452437.9 151730.0,452228.6 151905.2,452038.9 152126.6,451834.2 152338.0,451554.0 152499.4,451283.6 152625.7,451098.7 152771.8,450852.8 152752.5,450411.5 152789.1,450095.5 152780.1,449829.9 152841.1,449556.1 152923.6,449552.1 152924.8,449642.4 153427.7,449882.3 153362.8,450374.1 153416.4,450775.4 153415.1,450950.9 153399.5)))",34,Nemesnép
"MULTIPOLYGON (((451042.7 162398.3,451117.8 162410.9,451671.0 162750.1,452012.3 162819.2,452153.1 162883.9,453254.4 163587.4,453254.4 163587.4,453265.0 163000.3,453479.4 162688.6,453257.1 162328.0,453060.4 162077.8,453129.0 161701.3,453228.3 161475.2,453192.7 161359.9,452971.3 161205.0,452850.3 161075.0,452785.4 160863.4,452784.2 160859.4,452784.2 160859.4,452459.2 161106.3,452244.7 161378.0,452000.4 161730.0,451625.9 161858.1,451042.7 162398.3)))",35,Ramocsa
"MULTIPOLYGON (((451078.4 209059.0,451141.6 209322.7,451348.8 209425.0,451557.3 209617.4,451759.5 209724.7,452216.1 209743.4,452877.1 209674.0,453119.8 210136.4,453442.5 210257.0,453684.7 210023.3,453901.6 210105.4,454035.8 209692.8,454452.1 209692.0,454398.8 209487.4,454769.3 209442.1,455204.9 209400.9,455637.8 209505.0,456242.6 209706.9,456126.5 208656.8,456305.4 208549.1,456650.5 208484.2,457387.3 208458.8,457387.3 208458.8,457387.2 208454.8,457380.8 208028.2,457380.8 208028.2,456697.3 207932.6,455970.9 207982.9,455492.5 208184.9,455018.9 208371.9,454223.7 208182.7,453139.9 207840.6,453135.9 207839.4,453135.9 207839.4,451669.8 207750.2,451078.4 209059.0)))",36,Vaskeresztes
"MULTIPOLYGON (((451078.4 209059.0,450840.8 210201.3,451029.3 210709.9,452257.6 210773.2,452698.0 212832.4,452698.0 212832.4,452807.1 212679.9,453248.2 212668.7,453414.8 212406.0,453739.2 212306.2,454322.8 211426.6,454972.9 211637.9,455026.7 211877.5,455518.8 211920.7,455752.6 211461.6,456282.0 210983.4,456282.0 210983.4,456286 210985,456690.5 211138.0,457029.4 210998.0,457436.3 211042.4,457788.0 211087.5,458205.4 210831.2,458586.5 210490.4,458864.0 210271.1,459187.6 210116.3,459317.6 209758.9,459384.1 209512.6,459414.7 209211.6,459414.7 209211.6,459075.9 209026.1,458592.6 208902.7,458134.3 208773.9,457604.5 208560.9,457387.3 208458.8,457387.3 208458.8,456650.5 208484.2,456305.4 208549.1,456126.5 208656.8,456242.6 209706.9,455637.8 209505.0,455204.9 209400.9,454769.3 209442.1,454398.8 209487.4,454452.1 209692.0,454035.8 209692.8,453901.6 210105.4,453684.7 210023.3,453442.5 210257.0,453119.8 210136.4,452877.1 209674.0,452216.1 209743.4,451759.5 209724.7,451557.3 209617.4,451348.8 209425.0,451141.6 209322.7,451078.4 209059.0)))",37,Felsõcsatár
"MULTIPOLYGON (((451190.3 175013.6,451192.3 175017.6,451473.7 175579.6,451865.7 175759.0,452368.2 175948.0,452810.7 176192.5,453088.4 176613.0,453174.5 176798.4,453350.9 176998.5,453477.4 177239.0,453733.6 177328.5,453868.9 177292.9,453781.8 176881.8,454036.7 176660.2,454258.7 176950.5,454564.6 176924.4,454706.1 177179.8,454906.8 177179.2,455069.7 177730.6,454971.1 178122.2,454786.6 178373.7,454777.5 178604.5,455039.5 178869.6,455226.7 179230.3,455198.2 179606.7,455234.7 179907.6,455302.1 180424.2,455268.1 180680.1,455279.3 180941.0,456023.0 181234.6,456610.6 181408.4,456811.7 181493.0,457074.3 181908.6,457130.0 182023.8,457652.0 182102.4,457872.9 182141.9,457872.9 182141.9,457811.6 181876.1,457825.3 181580.1,457683.0 181159.1,457661.5 180828.0,457388.3 180577.3,457336.0 180294.8,457231.4 180054.1,457179.1 179792.5,457163.9 179439.8,456424.4 178950.4,456781.7 178746.1,456757.6 178277.0,456641.1 178036.6,456479.6 177801.3,456454.3 177756.2,456839.8 177569.3,456526.5 177063.6,456465.1 176767.8,456373.5 176482.1,456503.5 176381.3,456503.5 176381.3,455850.9 176258.0,455473.4 175983.2,455266.4 175662.8,455089.6 175372.3,454938.5 175237.3,454602.8 175323.7,454332.4 175450.0,454202.1 175470.5,454071.9 175516.1,454075.9 175290.3,453839.3 175095.4,453629.0 175186.4,453454.2 175362.5,453294.0 175448.3,453068.1 175393.9,452916.9 175243.8,452860.6 174978.1,452719.2 174757.8,452443.2 174738.6,452277.9 174804.4,452142.1 174709.5,452081.5 174614.3,451795.5 174590.2,451695.3 174630.6,451545.0 174671.3,451597.8 174119.2,451597.8 174119.2,451357.1 174135.0,451357.1 174135.0,451355.7 174139.0,451317.4 174250.5,451293.6 174531.6,451190.3 175013.6)))",38,Ivánc
"MULTIPOLYGON (((453870.5 181126.2,453687.6 181738.9,453714.0 182044.9,453935.2 182159.5,453722.6 182867.7,454796.8 183034.8,454677.8 183356.3,453876.3 183619.8,453700.1 184613.8,453434.2 184614.7,453467.5 185352.1,452743.0 184862.7,452209.1 186388.8,452207.7 186392.8,452207.7 186392.8,452335.4 186393.8,452335.4 186393.8,452470.3 187674.6,453406.8 187144.2,454620.4 186520.8,454620.4 186520.8,454622.2 186516.8,455013.7 185613.0,455375.3 185717.3,455496.4 185882.4,455925.7 185409.4,456276.2 185257.8,456427.3 185402.8,456523.6 185608.2,457082.7 185236.7,457224.1 185209.6,457427.3 185806.0,457803.8 185865.0,458104.9 185889.1,458336.2 186003.8,458557.8 186218.8,458872.8 185971.9,459175.1 186040.3,459179.1 186041.2,459179.1 186041.2,459217.7 185699.9,459677.8 185372.3,460176.0 184577.9,460176.0 184577.9,460175.9 184573.9,460174.6 184266.9,459781.4 183831.6,460124.8 183183.3,460124.8 183183.3,459577.2 183009.4,459326.2 182955.0,459030.4 182996.1,458820.6 183212.5,458679.4 183027.3,458714.0 182901.8,458407.6 182822.5,458251.8 182747.7,458250.9 182542.0,457894.4 182472.9,457873.2 182145.9,457872.9 182141.9,457872.9 182141.9,457652.0 182102.4,457130.0 182023.8,457074.3 181908.6,456811.7 181493.0,456610.6 181408.4,456023.0 181234.6,455279.3 180941.0,453870.5 181126.2)))",39,Csákánydoroszló
"MULTIPOLYGON (((451449.1 158380.1,451811.7 158695.1,452210.3 159245.7,452775.0 159896.1,452965.5 159860.4,453302.6 160105.2,453302.6 160105.2,453527.3 159873.6,453527.3 159873.6,453886.8 159486.2,454241.8 159224.1,454701.4 158766.0,455292.1 158498.2,455292.1 158498.2,455325.5 158101.7,455429.4 157765.3,455268.1 157585.1,454871.3 157466.0,454564.5 157281.3,454146.3 156856.2,453728.1 156446.1,453325.2 155623.6,453323.2 155619.6,453323.2 155619.6,453097.9 155710.6,452731.5 155661.6,452731.5 155661.6,452729.0 155665.6,452552.2 155953.2,452452.7 156149.2,452308.4 156425.6,452149.7 156837.5,452065.9 157179.0,452001.7 157400.0,451670.4 157594.4,451666.4 157596.7,451666.4 157596.7,451176.4 157949.5,451449.1 158380.1)))",40,Alsószenterzsébet
"MULTIPOLYGON (((451597.8 174119.2,451545.0 174671.3,451695.3 174630.6,451795.5 174590.2,452081.5 174614.3,452142.1 174709.5,452277.9 174804.4,452443.2 174738.6,452719.2 174757.8,452860.6 174978.1,452916.9 175243.8,453068.1 175393.9,453294.0 175448.3,453454.2 175362.5,453629.0 175186.4,453839.3 175095.4,454075.9 175290.3,454071.9 175516.1,454202.1 175470.5,454332.4 175450.0,454602.8 175323.7,454938.5 175237.3,455089.6 175372.3,455266.4 175662.8,455473.4 175983.2,455850.9 176258.0,456503.5 176381.3,456503.5 176381.3,456507.5 176380.7,456884.5 176324.9,456884.5 176324.9,456883.7 176320.9,456756.5 175723.2,456619 175257,456572.3 174890.9,456675.6 174413.9,456744.5 174117.7,456783.0 173736.2,456746.4 173395.2,456746.4 173395.2,456597.9 172698.2,456597.9 172698.2,456593.9 172698.0,456231.6 172674.3,455971.3 172795.6,455766.5 173012.0,455509.6 173453.0,455467.7 173499.6,455066.0 173420.6,454775.2 173451.7,454630.6 173652.8,454405.7 173839.2,454311.1 174015.1,454160.9 174080.8,453899.2 173876.0,453617.5 173691.2,453456.6 173606.4,453456.6 173606.4,453226.1 173662.4,452955.8 173793.7,452539.6 173825.1,452163.3 173826.4,451597.8 174119.2)))",41,Viszák
"MULTIPOLYGON (((451597.8 174119.2,452163.3 173826.4,452539.6 173825.1,452955.8 173793.7,453226.1 173662.4,453456.6 173606.4,453456.6 173606.4,453457.2 173602.4,453529.7 173124.5,453431.4 172432.5,453223.7 171961.5,453172.2 171660.6,453234.9 171217.9,453235.5 171213.9,453235.5 171213.9,452925.1 171350.3,452489.1 171442.0,451926.0 171384.1,451922.0 171383.7,451922.0 171383.7,451479.5 171154.3,451350.2 171395.5,450807.7 171241.7,450774.1 171588.0,450704.7 171768.9,450596.0 172155.6,450658.0 172566.8,450804.5 172807.2,451017 173228,451425.8 173803.6,451597.8 174119.2)))",42,Ispánk
"MULTIPOLYGON (((452391.8 146049.9,452439.0 146074.3,452535.5 146345.0,452210.7 146632.0,451971.1 146893.7,452056.9 147013.8,452434.3 147298.6,452449.8 147618.3,452449.8 147618.3,452450.8 147639.7,452607.1 147804.8,452843.5 147959.6,452994.2 148009.3,453054.4 148004.0,453204.3 147868.1,453609.9 147701.2,453951.1 147725.2,454442.3 147633.3,454795.9 148209.2,454962.8 148509.7,455179.8 148810.0,455423.2 149048.6,455423.2 149048.6,455583.3 148957.9,455882.9 148600.6,456087.2 148283.7,456286.7 147982.0,456636.7 147699.7,457033.0 147718.4,457368.1 147476.4,457462.1 147149.9,457375.3 146753.8,457293.3 146337.6,457201.6 145981.7,457090.9 145901.8,456789.7 145832.6,456479 145914,456173.7 146090.7,455902.2 145931.1,455830.3 145504.9,455844.8 145369.7,455844.8 145369.7,455843.8 145368.9,455429.4 145071.3,455329.3 145116.8,455094.5 145333.3,454614.9 145806.4,454413.5 145626.5,454273.3 145687.1,454198.9 145878.0,454214.8 146083.7,454371.5 146359.1,454246.8 146520.1,453871.8 146787.2,453700.9 146717.5,453485.2 146713.2,453290.1 146839.3,453050.1 147025.7,452779.6 147106.8,452532.9 146886.8,452838.5 146810.6,453068.8 146714.5,453348.0 146312.2,452959.8 145851.9,452391.8 146049.9)))",43,Belsõsárd
"MULTIPOLYGON (((452698.0 212832.4,452821.4 214852.7,453244.8 215195.2,454354.8 215522.8,454954.6 215424.0,454954.6 215424.0,454965.1 214778.1,455356.4 214452.1,455743.4 214181.2,455991.6 214012.5,455991.6 214012.5,455989.4 214008.5,455893.7 213838.6,455892.9 213452.9,455869.7 212912.4,455892.4 212421.3,455744.2 212238.0,455747.9 211817.3,455861.4 211695.5,456240.2 211539.9,456282.0 210983.4,456282.0 210983.4,455752.6 211461.6,455518.8 211920.7,455026.7 211877.5,454972.9 211637.9,454322.8 211426.6,453739.2 212306.2,453414.8 212406.0,453248.2 212668.7,452807.1 212679.9,452698.0 212832.4)))",44,Narda
"MULTIPOLYGON (((452784.2 160859.4,452785.4 160863.4,452850.3 161075.0,452971.3 161205.0,453192.7 161359.9,453228.3 161475.2,453129.0 161701.3,453060.4 162077.8,453257.1 162328.0,453479.4 162688.6,453265.0 163000.3,453254.4 163587.4,453254.4 163587.4,453958.5 164036.5,454350.7 164271.0,454757.7 164450.1,455325.9 164799.3,455703.3 165094.0,456015.2 165313.7,456122.0 165689.6,456122.0 165689.6,456183.4 165970.4,456703.9 166926.9,456918.7 166720.4,456650.8 166199.6,456835.8 166053.4,456995.7 165907.3,457090.5 165766.5,457330.9 165685.3,457365.2 165469.5,457509.6 165213.1,457509.6 165213.1,457750.0 165111.8,457834.2 164865.7,457998.8 164624.3,458294.0 164447.6,458480.9 164753.0,458606.0 164697.4,458680.4 164471.3,458961.0 164400.1,458961.0 164400.1,458961.3 164396.1,458988.0 164010.5,459042.1 163749.4,458905.3 163453.8,458718.4 163153.4,458527.2 163013.5,458270.8 162878.9,457223.3 163098.0,456875.1 162622.4,456783.1 162226.4,456786.6 161865.1,456655.2 161649.8,456098.0 161556.2,455786.2 161386.7,455443.9 161111.8,455301.2 160595.5,455018.9 160270.2,454571.6 160081.0,454325.4 159971.4,453973.7 159857.2,453531.3 159873.5,453527.3 159873.6,453527.3 159873.6,453302.6 160105.2,453302.6 160105.2,453306.6 160108.0,453373.1 160155.1,453333.2 160215.5,453279.3 160501.6,452883.5 160633.3,452784.2 160859.4)))",45,Kerkafalva
"MULTIPOLYGON (((453015.0 165494.8,453015.6 165498.8,453077 165896,453764.7 166004.1,453771.1 166320.2,454202.4 166308.8,454415.4 166850.0,455132.2 166712.2,455132.2 166712.2,455375.8 166204.7,455670.9 166008.0,456122.0 165689.6,456122.0 165689.6,456015.2 165313.7,455703.3 165094.0,455325.9 164799.3,454757.7 164450.1,454350.7 164271.0,453958.5 164036.5,453254.4 163587.4,453254.4 163587.4,452930.8 164591.9,453015.0 165494.8)))",46,Szatta
"MULTIPOLYGON (((453135.9 207839.4,453139.9 207840.6,454223.7 208182.7,455018.9 208371.9,455492.5 208184.9,455970.9 207982.9,456697.3 207932.6,457380.8 208028.2,457380.8 208028.2,457381.9 208024.2,457476.0 207691.3,457576.9 207399.4,457638.0 207123.1,457638.0 207123.1,457285.1 207002.9,456845.9 206813.7,456469.4 206788.9,455802.8 206477.8,455325.0 206389.3,454473.0 206426.3,454163.8 206205.3,453840.7 205727.5,453840.7 205727.5,453709.3 206839.6,453444.4 207301.6,453444.4 207301.6,453135.9 207839.4)))",47,Horvátlövõ
"MULTIPOLYGON (((453177.1 226724.3,453614.7 226869.1,453614.7 226869.1,454010.6 227000.1,454010.6 227000.1,454129.2 226854.6,454775.9 226835.6,455133.5 227271.3,455536.6 227395.8,456031.4 227619.2,456031.4 227619.2,456034.5 227615.2,456311.8 227254.7,456736.7 227168.6,456996.6 227109.9,457448.7 226492.5,458039.2 226073.6,458282.5 225914.9,458299.5 225714.3,458317.9 225710.5,458317.9 225710.5,458315.3 225706.5,458035.3 225274.8,457760.9 224847.5,457760.9 224603.3,457693.1 224298.0,457692.2 224294.0,457692.2 224294.0,457691.5 224300.5,457556.2 224307.5,457030.6 224374.9,456556.2 224506.8,456272.8 224671.0,455761.1 224993.7,455232.0 225156.4,454623.7 225390.3,453970.2 225624.9,453540.4 226051.6,453179.2 226720.3,453177.1 226724.3)))",48,Velem
"MULTIPOLYGON (((453177.1 226724.3,453179.2 226720.3,453540.4 226051.6,453970.2 225624.9,454623.7 225390.3,455232.0 225156.4,455761.1 224993.7,456272.8 224671.0,456556.2 224506.8,457030.6 224374.9,457556.2 224307.5,457691.5 224300.5,457692.2 224294.0,457692.2 224294.0,457740.0 223859.1,457936.2 223570.9,458000.7 223524.9,458302.9 223610.8,458358.6 223309.6,458418.8 222978.2,458574.4 222660.5,458469.0 222316.4,458742.4 221826.8,458862.4 221469.5,459086.2 221284.3,459090.2 221281.0,459090.2 221281.0,459198.8 220828.7,459083.1 220810.3,458461.1 220463.5,458721.0 219357.9,458721.0 219357.9,458861.6 218760.1,458910.5 218674.2,458442.0 218535.6,457730.9 218600.6,457121.3 218749.4,456521.2 218863.0,456176.5 218473.8,456176.5 218473.8,455190.0 222850.6,454560.0 224608.5,453662.0 224636.9,453355.2 226064.0,452741.9 226580.3,453177.1 226724.3)))",49,Bozsok
