WKT,TELEPULESE,MEGYE_NEV,TELNEV,IR_SZAM,KERULET,CIM,POLGM_NEV,POLGMBEO,TEL,FAX,TELEX,JEGYZONEV,JEGYZOBEO,TEL_STATUS,KSH_KOD
"POINT (811890.0 212783.8)",2380,HAJDU-BIHAR MEGYE,Sárrétudvari,4171,,Kossuth u. 76.,GUBA PÉTERNÉ,POLGÅRMESTER,Sárrétudvari 11,,,Szabó István,jegyzô,község,23940
"POINT (613121.5 180673.9)",2381,FEJÉR MEGYE,Sárszentágota,8126,,Május 1. u. 1.,DULA JòZSEF,POLGÅRMESTER,Sárkeresztúr 21,,,Gémesi Lászlóné,jegyzô,község,31538
"POINT (616017.3 142250.3)",2382,TOLNA MEGYE,Sárszentlõrinc,7047,,Petôfi u. 22.,HETESI KÅROLY,POLGÅRMESTER,(75)333-162,,,Jankovics Lászlóné,jegyzô,község,20817
"POINT (595065.4 201455.3)",2383,FEJÉR MEGYE,Sárszentmihály,8143,,Fô u.54.,TòTH TAMÅS,POLGÅRMESTER,(22)445-002,,,Marjovszky István,jegyzô,község,11776
"POINT (489735.6 214400.2)",2384,VAS MEGYE,Sárvár,9600,,Várkerület u.3.,DR. DÉNES TIBOR,POLGÅRMESTER,(94)326-138,(94)326-138,37417 svtvb h,Dr. Radics Mihály,körjegyzô,város,21306
"POINT (577223.1 101583.5)",2385,BARANYA MEGYE,Sásd,7370,,Rákóczi u. 41.,KOVÅCS SÅNDORNÉ,POLGÅRMESTER,(72)375-001,,12580 nktsa h,Kajdon Béla,körjegyzô,város,32160
"POINT (530397.0 178138.8)",2386,VESZPRÉM MEGYE,Sáska,8308,,Rákóczi u. 4.,KOVÅCS NÅNDOR,POLGÅRMESTER,(87)313-932,,,,,község,13772
"POINT (749389.7 317046.9)",2387,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Sáta,3659,,Széchenyi u. 19.,MOLNÅR JòZSEF,POLGÅRMESTER,Sáta 1,,,Dr. Berecz Sándor,jegyzô,község,02875
"POINT (843293.9 342531.5)",2388,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Sátoraljaújhely,3981,,Kossuth L. tér 5.,LACZKò KÅROLY,POLGÅRMESTER,(47)321-211,(47)321-024,,Fedorné dr. Fráter Zsófia,jegyzô,város,05120
"POINT (618028.4 66176.8)",2389,BARANYA MEGYE,Sátorhely,7785,,Várudvar u. 13.,JòNÅS FERENC,POLGÅRMESTER,Sátorhely 11,,,,,község,33482
"POINT (513598.7 140352.6)",2390,SOMOGY MEGYE,Sávoly,8732,,Petôfi u. 14.,EGYED JòZSEF,POLGÅRMESTER,nincs adat,,,Dr. Steiner Györgyi,körjegyzô,község,02051
"POINT (519170.4 112608.7)",2391,SOMOGY MEGYE,Segesd,7562,,Szabadság tér 1.,DR. MOHR TAMÅS,POLGÅRMESTER,Segesd 1,,,Veszner József,jegyzô,község,27368
"POINT (557182.3 59211.6)",2392,BARANYA MEGYE,Sellye,7960,,Dózsa Gy. út 1.,BOZò SÅNDOR,POLGÅRMESTER,(70)352-124,,12583 nktse h,Dr. Kasza Gyula,körjegyzô,község,28741
"POINT (791396.172 334368.42)",2393,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Selyeb,3809,,Hunyadi u. 21.,HUBI JòZSEF,POLGÅRMESTER,Selyeb 1,,,Dr. Madej Ferenc,körjegyzô,község,25380
"POINT (866062.0 338217.4)",2394,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Semjén,3974,,Ady E. u. 2.,SZ. TòTH ISTVÅN,POLGÅRMESTER,13,,,,,község,23755
"POINT (480696.5 119454.0)",2395,ZALA MEGYE,Semjénháza,8862,,Kossuth L. u. 7.,CZICZELI FERENC,POLGÅRMESTER,Semjénháza 1,,,Vargovics Miklós,jegyzô,község,30997
"POINT (614405.1 196378.8)",2396,FEJÉR MEGYE,Seregélyes,8111,,Széchenyi u. 5.,PAUDITS BÉLA,POLGÅRMESTER,(22)447-002,(22)447-119,,Horváth Sándor,jegyzô,község,20206
"POINT (749459.2 330714.9)",2397,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Serényfalva,3729,,Kossuth L. u. 63.,SZERNA CSABA,POLGÅRMESTER,Serényfalva 1,,,Ivankó Sándor,körjegyzô,község,32531
"POINT (461432.4 214011.3)",2398,VAS MEGYE,Sé,9791,,Szabadság u. 29.,JANZSò LÅSZLò,POLGÅRMESTER,(94)352-001,,,Viktoráné Németh Klára,jegyzô,község,10278
"POINT (504250.8 174123.3)",2399,ZALA MEGYE,Sénye,8788,,Jókai u. 1.,FÖLFÖLDI VILMOS,POLGÅRMESTER,Sénye 5,,,,,község,14085
"POINT (861075.8 299147.9)",2400,SZABOLCS-SZATMÁR-BEREG MEGYE,Sényõ,4533,,Kossuth L. u. 69.,LAJSZ MIKLòS,POLGÅRMESTER,Sényô 1,,,Dankó József,jegyzô,község,04491
"POINT (571188.2 158262.7)",2401,SOMOGY MEGYE,Sérsekszõlõs,8660,,Rákóczi u. 18.,FÅBRI GÉZÅNÉ,POLGÅRMESTER,(84)320-413,,,,,község,32133
"POINT (559742.8 233217.4)",2402,VESZPRÉM MEGYE,Sikátor,8439,,Kossuth u. 4.,HORVÅTH ISTVÅNNÉ,POLGÅRMESTER,Sikátor 1,,,,,község,08606
"POINT (591581.532 56605.42)",2403,BARANYA MEGYE,Siklós,7800,,Kossuth Lajos tér 1.,DR. MÅTÉ JÅNOS,POLGÅRMESTER,(73)311-858,(73)311-858,12403 svtan h,Dr. Csongor László,jegyzô,város,05519
"POINT (577966.2 63183.6)",2404,BARANYA MEGYE,Siklósbodony,7814,,Rákóczi u. 22.,ROLL MIKLòS,POLGÅRMESTER,nincs adat,,,,,község,23205
"POINT (596999.9 53075.4)",2405,BARANYA MEGYE,Siklósnagyfalu,7823,,Kossuth L. u. 36.,BÅLINT BÅNK,POLGÅRMESTER,(72)379-650,,,,,község,08800
"POINT (817687.36 330475.59)",2406,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Sima,3881,,Fô u. 6-8.,TRALLER JÅNOS,POLGÅRMESTER,Abaújkér 221,,,,,község,23418
"POINT (483518.9 233539.1)",2407,VAS MEGYE,Simaság,9633,,Szabadság u. 18.,GALAVICS FERENC,POLGÅRMESTER,(94)358-227,,,Györkös István,körjegyzô,község,26763
"POINT (555619.1 105095.3)",2408,SOMOGY MEGYE,Simonfa,7474,,Ady Endre u. 1.,BODROG GÅBOR,POLGÅRMESTER,(82)373-022,,,Dr. Fekete János,körjegyzô,község,32780
"POINT (611682.0 156769.1)",2409,TOLNA MEGYE,Simontornya,7081,,Szent István Király u. 1.,CSERHÅTI PÉTER,POLGÅRMESTER,(74)386-211,,,Bárdos László,jegyzô,város,20783
"POINT (619880.0 116619.7)",2410,TOLNA MEGYE,Sióagárd,7171,,Kossuth L. u. 9.,MÅLINGER JòZSEF,POLGÅRMESTER,(74)337-022,,,Tollárné dr. Szekeres Marietta,jegyzô,község,25645
"POINT (575519.8 174818.4)",2411,SOMOGY MEGYE,Siófok,8600,,Fô tér 1.,DR. BALÅZS ÅRPÅD,POLGÅRMESTER,(84)313-100,,225288 vtans h,Dr. Pongor Tamás,jegyzô,város,17631
"POINT (580300.8 171026.2)",2412,SOMOGY MEGYE,Siójut,8652,,Kossuth L. u. 11.,SÅRAI GYULA,POLGÅRMESTER,(84)332-033,,,Némethné Vincze Mária,jegyzô,község,23092
"POINT (735913.7 288021.4)",2413,HEVES MEGYE,Sirok,3332,,Borics Pál u. 6.,LAKATOS ISTVÅN,POLGÅRMESTER,(36)361-014,,,Tarjányi Lászlóné,jegyzô,község,08527
"POINT (496836.9 212893.3)",2414,VAS MEGYE,Sitke,9671,,József Attila u. 1.,FESSLER MAGDOLNA,POLGÅRMESTER,Gérce 18,,,,,község,30748
"POINT (523522.8 238142.3)",2415,GYÕR-MOSON-SOPRON MEGYE,Sobor,9315,,Kiss u. 1.,VIKIDÅR ANDRÅS,POLGÅRMESTER,Sobor 1,,,Tóth Katalin,jegyzô,község,24208
"POINT (548173.3 238789.6)",2416,GYÕR-MOSON-SOPRON MEGYE,Sokorópátka,9112,,Öreg u. 1.,MECSÉRI LAJOS,POLGÅRMESTER,(96)368-046,(96)368-046,,Vehrer Ferencné,jegyzô,község,12627
"POINT (646277.9 162028.8)",2417,BÁCS-KISKUN MEGYE,Solt,6320,,Béke tér 1.,NÉMETH JòZSEF,POLGÅRMESTER,Solt 1,,26639 tanst h,Krausz Henrikné,jegyzô,község,29115
"POINT (667974.9 158251.3)",2418,BÁCS-KISKUN MEGYE,Soltszentimre,6223,,Hôsök tere 1.,BARNA IMRE,POLGÅRMESTER,(78)345-344,(78)345-344,26939 solts h,Bordás József,jegyzô,község,18218
"POINT (676560.0 137112.3)",2419,BÁCS-KISKUN MEGYE,Soltvadkert,6230,,Kossuth u. 6.,BERKECZ LÅSZLò,POLGÅRMESTER,(78)331-144,(78)331-420,26575 sntsz h,dr. Béleczki József,jegyzô,város,19983
"POINT (641325.5 249691.4)",2420,PEST MEGYE,Solymár,2083,,József A. u.1.,ENCZMANN LÅSZLò,POLGÅRMESTER,(26)339-273,,,Dr. Szabó Erzsébet,jegyzô,község,07384
"POINT (580941.6 162810.2)",2421,SOMOGY MEGYE,Som,8655,,Ady E. u. 64.,LENKEY TIBOR,POLGÅRMESTER,(84)333-214,,,,,község,04127
"POINT (620200.5 81899.9)",2422,BARANYA MEGYE,Somberek,7728,,Kossuth L. u. 111.,DOMBAI GYULA,POLGÅRMESTER,Somberek 21,,,Dr. Majorné dr. Szabó Zsuzsanna,körjegyzô,község,23472
"POINT (521539.0 199293.3)",2423,VESZPRÉM MEGYE,Somlójenõ,8478,,Petôfi u. 99.,NEMES ATTILA,POLGÅRMESTER,Somlójenô 15,,,,,község,05157
"POINT (521951.0 204572.6)",2424,VESZPRÉM MEGYE,Somlószõlõs,8483,,Kossuth u. 164.,KISS JÅNOS,POLGÅRMESTER,Somlószôlôs 1,,,Varró Györgyné,körjegyzô,község,25779
"POINT (523207.9 198737.1)",2425,VESZPRÉM MEGYE,Somlóvásárhely,8481,,Szabadság tér 1.,VACZKò LÅSZLò,POLGÅRMESTER,Somlóvásárhely 1,,,Aradi Jánosné,körjegyzô,község,26569
"POINT (521574.7 207003.6)",2426,VESZPRÉM MEGYE,Somlóvecse,8484,,Petôfi u. 30.,BòNA SÅNDOR,POLGÅRMESTER,Somlóvecse 4,,,,,község,14243
"POINT (557811.206 126200.88)",2427,SOMOGY MEGYE,Somodor,7454,,Kossuth L. u. 159.,KRISTòF ISTVÅN,POLGÅRMESTER,Somodor 1,,,,,község,13824
"POINT (566277.3 139066.8)",2428,SOMOGY MEGYE,Somogyacsa,7283,,Kossuth L. u. 200.,SZAKÅLY FERENC,POLGÅRMESTER,(84)377-604,,,Dr. Havasi Lajos,jegyzô,község,30580
"POINT (549836.2 83983.6)",2429,BARANYA MEGYE,Somogyapáti,7922,,Fô u. 81.,MEZEI NÅNDOR,POLGÅRMESTER,(70)350-042,,,Kisné dr. Fülöp Márta,körjegyzô,község,23807
"POINT (521771.6 80466.9)",2430,SOMOGY MEGYE,Somogyaracs,7584,,Fô u. 26.,TRAXLER BALÅZS,POLGÅRMESTER,Babócsa 26,,,,,község,05500
"POINT (554576.1 124395.4)",2431,SOMOGY MEGYE,Somogyaszaló,7452,,Kossuth L. u. 107.,FAJCSI JÅNOS,POLGÅRMESTER,Somogyaszaló 1,,,dr. Kadarkuti Gyöngyi,körjegyzô,község,31219
"POINT (552857.7 148100.3)",2432,SOMOGY MEGYE,Somogybabod,8684,,Kossuth L. u. 24.,HARTUNG GYÖRGY,POLGÅRMESTER,Somogybabod 1,,,,,község,32470
"POINT (491521.6 108461.9)",2433,SOMOGY MEGYE,Somogybükkösd,8858,,Fô u. 114/a.,HORVÅTH GÉZÅNÉ,POLGÅRMESTER,Porrog 1,,,,,község,25043
"POINT (502523.1 108973.5)",2434,SOMOGY MEGYE,Somogycsicsó,8726,,Kossuth L. u. 7.,KOVÅCS SÅNDOR,POLGÅRMESTER,Iharos 1,,,,,község,11484
"POINT (570587.464 138563.8)",2435,SOMOGY MEGYE,Somogydöröcske,7284,,Keleti u. 80.,LESNICZKY LÅSZLò,POLGÅRMESTER,Somogydöröcske 1,,,Fürjes Miklósné,jegyzô,község,15981
"POINT (572201.796 148500.05)",2436,SOMOGY MEGYE,Somogyegres,8660,,Kossuth L. u. 14.,JAKSò JòZSEFNÉ,POLGÅRMESTER,(84)385-172,,,,,község,20057
"POINT (536409.232 130640.4)",2437,SOMOGY MEGYE,Somogyfajsz,8708,,Kossuth L. u. 63.,ZSÅMBOK ISTVÅN,POLGÅRMESTER,Somogyfajsz 5,,,Laposnyik János,jegyzô,község,18078
"POINT (552642.7 131853.8)",2438,SOMOGY MEGYE,Somogygeszti,7455,,Béke tér 2.,MARTON RUDOLF,POLGÅRMESTER,Somogygeszti 2,,,Dr. Sziva József,jegyzô,község,20330
"POINT (546952.8 86229.0)",2439,BARANYA MEGYE,Somogyhatvan,7921,,Kossuth L. u.60.,GYERGYÅK LÅSZLò,POLGÅRMESTER,nincs adat,,,,,község,25070
"POINT (551628.3 91679.4)",2440,BARANYA MEGYE,Somogyhárságy,7925,,Rákóczi u. 2.,VANGYIA ISTVÅN,POLGÅRMESTER,(70)354-220,,,Tusnádi Tamás,körjegyzô,község,29142
"POINT (547011.2 128090.5)",2441,SOMOGY MEGYE,Somogyjád,7443,,Kossuth L. u. 42.,LºRINCZNÉ KISS ILONA,POLGÅRMESTER,Somogyjád 1,,,Rónainé Vojnovics Ibolya,körjegyzô,község,28963
"POINT (563045.7 153483.5)",2442,SOMOGY MEGYE,Somogymeggyes,8673,,Akácfa u. 4.,KIRÅLY JÅNOS,POLGÅRMESTER,Somogymeggyes 2,,,,,község,12876
"POINT (516226.903 139940.51)",2443,SOMOGY MEGYE,Somogysámson,8733,,Fô u. 98.,SOMOGYI MAGYAR JòZSEF,POLGÅRMESTER,Somogysámson 1,,,Magda Zoltánné,körjegyzô,község,15626
"POINT (538654.145 119656.66)",2444,SOMOGY MEGYE,Somogysárd,7435,,Fô u.22.,VANCSURA MIKLòS,POLGÅRMESTER,Somogysárd 1,,,Dr. Ulrich Károly,jegyzô betöltetlen,község,28723
"POINT (508775.0 128675.2)",2445,SOMOGY MEGYE,Somogysimonyi,8737,,Arany J. u. 11.,BAKOS GYULA,POLGÅRMESTER,Somogysimonyi 1,,,,,község,27535
"POINT (529672.7 145246.6)",2446,SOMOGY MEGYE,Somogyszentpál,8705,,Kossuth L. tér 1.,DR. BERÉNYI SÅNDOR,POLGÅRMESTER,(85)339-303,,,Csobod Hajnalka,jegyzô,község,06600
"POINT (569556.4 130655.0)",2447,SOMOGY MEGYE,Somogyszil,7276,,Szabadság u. 25.,SÅMOLY ENDRE,POLGÅRMESTER,(82)372-101,,,Gadár Ferencné,körjegyzô,község,03416
"POINT (515374.596 106971.94)",2448,SOMOGY MEGYE,Somogyszob,7563,,Petôfi u.1.,FRIEDRICH JòZSEF,POLGÅRMESTER,Somogyszob 1,,,Dr. Jancsik Zoltán,körjegyzô,község,18546
"POINT (551891.3 152417.0)",2449,SOMOGY MEGYE,Somogytúr,8683,,Årpád u. 34.,TòTH JENº,POLGÅRMESTER,Somogytúr 3,,,,,község,32601
"POINT (506435.4 94110.0)",2450,SOMOGY MEGYE,Somogyudvarhely,7515,,Jókai u.2.,MESTER KÅROLY,POLGÅRMESTER,Somogyudvarhely 1,,,Roskó György,jegyzô,község,04853
"POINT (545384.464 137245.54)",2451,SOMOGY MEGYE,Somogyvámos,8699,,Csepregi Lajos u. 8.,HANZEL LÅSZLò,POLGÅRMESTER,Somogyvámos 4,,,Radóné Lelkes Erika,jegyzô,község,21856
"POINT (543693.464 138685.22)",2452,SOMOGY MEGYE,Somogyvár,8698,,Kossuth L. u. 77.,FRANK SÅNDOR,POLGÅRMESTER,Somogyvár 1,,,Csima János,jegyzô,község,19442
"POINT (550687.4 86474.4)",2453,BARANYA MEGYE,Somogyviszló,7922,,Kossuth L. u. 32.,BÉRCES MIHÅLY,POLGÅRMESTER,(70)350-150,,,,,község,21281
"POINT (515906.779 136202.44)",2454,SOMOGY MEGYE,Somogyzsitfa,8734,,Május 1. út 64.,DR. KOCSIS LÅSZLò,POLGÅRMESTER,Somogyzsitfa 1,,,,,község,04835
"POINT (926028.1 307743.4)",2455,SZABOLCS-SZATMÁR-BEREG MEGYE,Sonkád,4954,,Rákóczi u. 31.,BANDICS ZSIGMOND,POLGÅRMESTER,Kölcse 34,,,Balogh Erzsébet,jegyzô,község,23889
"POINT (604903.9 185489.9)",2456,FEJÉR MEGYE,Soponya,8123,,Petôfi u. 32.,ULCZ GYULA,POLGÅRMESTER,(22)375-022,,,Stivi Zoltán,jegyzô,község,33321
"POINT (464707.9 262502.6)",2457,GYÕR-MOSON-SOPRON MEGYE,Sopron,9400,,Fô tér 1.,DR. GIMESI SZABOLCS,POLGÅRMESTER,(99)311-170,(99)311-445,249165 svtvb h,Dr. Paukovits Vilmos,jegyzô,megyei jogú város,08518
"POINT (475841.556 240071.66)",2458,GYÕR-MOSON-SOPRON MEGYE,Sopronhorpács,9463,,Fô u. 14.,DR. HETZER TIBOR,POLGÅRMESTER,(99)365-511,(99)365-511,,Dr. Soós Csaba,jegyzô,község,29090
"POINT (476310.4 247084.9)",2459,GYÕR-MOSON-SOPRON MEGYE,Sopronkövesd,9483,,Kossuth Lajos u. 77.,EGYHÅZI ISTVÅN,POLGÅRMESTER,(99)363-016,(99)363-016,,Füzék Rozália,jegyzô,község,25724
"POINT (511398.0 245317.5)",2460,GYÕR-MOSON-SOPRON MEGYE,Sopronnémeti,9325,,Petôfi u. 22.,BOGNÅR SÅNDOR,POLGÅRMESTER,Sopronnémeti 1,,,,,község,02617
"POINT (474667.1 201388.4)",2461,VAS MEGYE,Sorkifalud,9774,,Kossuth Lajos u. 30.,NEMES LAJOS,POLGÅRMESTER,(94)356-048,,,Horváth Zoltán,körjegyzô,község,07171
"POINT (472020.232 202013.64)",2462,VAS MEGYE,Sorkikápolna,9774,,Alkotmány u. 4.,FOKINÉ RÅCZ ILONA,POLGÅRMESTER,(94)356-050,,,Zalán József,jegyzô,község,27960
"POINT (486197.8 125972.2)",2463,ZALA MEGYE,Sormás,8881,,Fô u. 1.,PòCZAI ZOLTÅN,POLGÅRMESTER,(93)319-243,,,Molnár János,jegyzô,község,06567
"POINT (469847.1 201523.52)",2464,VAS MEGYE,Sorokpolány,9773,,Fô u. 104.,FÜLÖP GYÖRGY,POLGÅRMESTER,(94)356-340,,,Horváth Zoltán,jegyzô,község,29692
"POINT (572851.6 198908.8)",2465,VESZPRÉM MEGYE,Sóly,8193,,Kossuth u. 57.,TILINGER FERENC,POLGÅRMESTER,(88)360-103,,,,,község,03601
"POINT (697153.4 303285.2)",2466,NÓGRÁD MEGYE,Sóshartyán,3131,,Petôfi út 15.,SIRKò JòZSEF FERENC,POLGÅRMESTER,21,,,Zsiskó Erzsébet,jegyzô,község,14881
"POINT (633425.2 229133.5)",2467,PEST MEGYE,Sóskút,2038,,Szabadság tér 1.,KUMMER JÅNOS,POLGÅRMESTER,(23)348-062,,,betöltetlen,jegyzô betöltetlen,község,06840
"POINT (794413.8 314163.5)",2468,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Sóstófalva,3716,,Kossuth L. u. 26.,MINDEN LÅSZLò,POLGÅRMESTER,Ujcsalános 2,,,Molnárné Cseh Mária,jegyzô,község,13268
"POINT (557848.2 55041.1)",2469,BARANYA MEGYE,Sósvertike,7960,,Petôfi u. 42.,KELEMEN ÅRPÅD,POLGÅRMESTER,Sósvertike 50,,,,,község,31714
"POINT (491282.468 207822.92)",2470,VAS MEGYE,Sótony,9681,,Fô u. 3.,KRAJCZÅR FERENC,POLGÅRMESTER,Sótony 3,,,Varga Ildikó,jegyzô,község,22983
"POINT (482577.548 149883.22)",2471,ZALA MEGYE,Söjtör,8897,,Deák Ferenc u. 164.,NÅTRÅN JÅNOS,POLGÅRMESTER,(92)369-001,,,Szilvás Istvánné,jegyzô,község,19080
"POINT (468935.4 218330.3)",2472,VAS MEGYE,Söpte,9743,,Petôfi u. 61.,KOMLÅTI LÅSZLò,POLGÅRMESTER,(94)314-258,,,Nagy Samu Lajos,körjegyzô,község,24800
"POINT (592029.8 220254.0)",2473,FEJÉR MEGYE,Söréd,8092,,Rákóczi u. 59.,VÉGH RUDOLF JÅNOS,POLGÅRMESTER,(??)423-001,,,,,község,02893
"POINT (616218.4 210860.8)",2474,FEJÉR MEGYE,Sukoró,8096,,Fô u. 50.,MOLNÅR FERENC,POLGÅRMESTER,(22)368-349,(22)368-521,,Vincze Zsuzsanna,jegyzô,község,14951
"POINT (562276.6 70041.2)",2475,BARANYA MEGYE,Sumony,7956,,Petôfi u.18.,BUSI ISTVÅN,POLGÅRMESTER,(70)340-102,,,Dr. Királyné Szabó Rozália,körjegyzô,község,02547
"POINT (489992.1 110672.9)",2476,ZALA MEGYE,Surd,8856,,Kossuth Lajos u. 2.,PÅPAI FERENC,POLGÅRMESTER,Surd 1,,,Bakánné Tóth Margit,jegyzô,község,02404
"POINT (573358.6 225639.7)",2477,KOMÁROM-ESZTERGOM MEGYE,Súr,2889,,Szabadság tér.1.,REMÉNYI IMRE,POLGÅRMESTER,(34)375-033,,,Hegyvári Józsefné,jegyzô,község,31990
"POINT (645927.2 104626.9)",2478,BÁCS-KISKUN MEGYE,Sükösd,6346,,Dózsa Gy.u.201.,LòGò ANDRÅS,POLGÅRMESTER,(79)363-022,(79)363-068,81364 tnskd h,Bánné dr. Raffai Gyöngyi,jegyzô,község,21245
"POINT (686722.4 234655.6)",2479,PEST MEGYE,Sülysáp,2241,,Engels tér 1.,BENKò ISTVÅN,POLGÅRMESTER,Sülysáp 1,,,Trencsényiné Gégény Katalin,jegyzô,község,21713
"POINT (515615.6 183057.5)",2480,VESZPRÉM MEGYE,Sümeg,8330,,Béke tér 7.,TòTH TAMÅS,POLGÅRMESTER,(87)352-333,(87)352-578,35220 nktsu h,Dr. Dorgai László,jegyzô,város,25593
"POINT (510546.1 179323.3)",2481,ZALA MEGYE,Sümegcsehi,8357,,Petôfi u. 1.,GÅL JÅNOS,POLGÅRMESTER,Sümegcsehi 1,,,Kovács Károlyné,jegyzô,község,21397
"POINT (515216.8 178951.3)",2482,VESZPRÉM MEGYE,Sümegprága,8351,,Rákóczi u. 1.,HUJBER JÅNOS,POLGÅRMESTER,(87)352-283,,,Kiss Csilla Magdolna,jegyzô,község,05388
"POINT (604950.1 268371.1)",2483,KOMÁROM-ESZTERGOM MEGYE,Süttõ,2543,,Templom tér 9.,ÅPRILY LÅSZLò,POLGÅRMESTER,(33)361-180,,,Horváth Anikó,jegyzô,község,08688
"POINT (598047.6 197129.5)",2484,FEJÉR MEGYE,Szabadbattyán,8151,,Csikvár tér 1.,BORSò PÅL,POLGÅRMESTER,(22)363-052,(22)363-473,,Dr. Hegedüs József,jegyzô,község,28705
"POINT (622980.2 192721.9)",2485,FEJÉR MEGYE,Szabadegyháza,2432,,Kossuth u. 2.,SCHMITSEK JòZSEF,POLGÅRMESTER,Szabadegyháza 1,,,Szeip István,jegyzô,község,13259
"POINT (591461.9 164166.4)",2486,FEJÉR MEGYE,Szabadhidvég,8138,,Tanácsház u. 1.,HARAI ZOLTÅNNÉ,POLGÅRMESTER,Mezôkomárom 21,,,Kervarits Antalné,jegyzô,község,18740
"POINT (571896.768 114220.14)",2487,SOMOGY MEGYE,Szabadi,7253,,Kossuth u. 4.,DR. FRANCZ JòZSEF,POLGÅRMESTER,(82)377-337,,,,,község,14854
"POINT (805418 141621)",2488,BÉKÉS MEGYE,Szabadkígyós,5712,,Kossuth Lajos tér 3.,HOCZ ISTVÅN,POLGÅRMESTER,(66)356-166,,,Szabó Borbála,jegyzô,község,31325
"POINT (663483.5 169932.7)",2489,BÁCS-KISKUN MEGYE,Szabadszállás,6080,,Kálvin tér 1.,DR. BAK ISTVÅN,POLGÅRMESTER,(76)353-422,(76)353-577,26412 sznt h,Czeglédi Istvánné,jegyzô,város,25061
"POINT (572364.8 74058.2)",2490,BARANYA MEGYE,Szabadszentkirály,7951,,Petôfi u. 90.,TÖKÖLI VIKTOR,POLGÅRMESTER,(70)373-411,,,Dr. Bunna Gyuláné,körjegyzô,község,15079
"POINT (527248.328 106018.96)",2491,SOMOGY MEGYE,Szabás,7544,,Fô u. 152.,KISS MIKLòSNÉ,POLGÅRMESTER,72,,,Bencze Imre,jegyzô,község,28574
"POINT (831962.4 317154.0)",2492,SZABOLCS-SZATMÁR-BEREG MEGYE,Szabolcs,4467,,Tiszafolyó u. 1.,LAKATOS DÉNES,POLGÅRMESTER,2,,,Virányiné Tóth Tünde,jegyzô,község,19169
"POINT (880121.5 316820.1)",2493,SZABOLCS-SZATMÁR-BEREG MEGYE,Szabolcsbáka,4547,,Kossuth L. u. 23.,LÅSZLò JòZSEFNÉ,POLGÅRMESTER,Szabolcsbáka 1,,,Vastag Mihályné,jegyzô,község,22053
"POINT (870469.5 331542.7)",2494,SZABOLCS-SZATMÁR-BEREG MEGYE,Szabolcsveresmart,4496,,Kossuth L.u. 80.,NAGY BÉLA,POLGÅRMESTER,Szabolcsveresmart 1,,,Kovács Miklósné,jegyzô,község,03586
"POINT (669911.1 254606.8)",2495,PEST MEGYE,Szada,2111,,Dózsa Gy. u. 88.,NÅDASKI LÅSZLò,POLGÅRMESTER,(27)385-181,,,Králik Jánosné,jegyzô,község,21458
"POINT (610250.3 72077.0)",2496,BARANYA MEGYE,Szajk,7752,,Kossuth L. u. 99.,SAJNOVICS MIHÅLY,POLGÅRMESTER,Szajk 1,,,Bosnyák Józsefné dr.,jegyzô,község,08475
"POINT (731784.9 291443.1)",2497,HEVES MEGYE,Szajla,3334,,Ifjúság u.,VAHALCSIK ISTVÅN,POLGÅRMESTER,(36)361-042,,,Hangácsi Mihályné,jegyzô,község,16063
"POINT (745369.7 204532.8)",2498,JÁSZ-NAGYKUN-SZOLNOK MEGYE,Szajol,5081,,Rózsák tere 1.,SZABò ZSIGMOND,POLGÅRMESTER,Szajol 1,,,Kovácsné Udud Róza,jegyzô,község,05874
"POINT (605782.1 133043.5)",2499,TOLNA MEGYE,Szakadát,7071,,Ady u. 233.,VARGA FERENC,POLGÅRMESTER,(74)387-173,,,Péter Andrásné,jegyzô,község,15316
"POINT (784292.3 339214.7)",2500,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szakácsi,3786,,Petôfi u. 2.,MIKò BÉLA,POLGÅRMESTER,Lak 3,,,,,község,32258
"POINT (788945.9 290633.5)",2501,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Szakáld,3596,,Táncsics M. u. 10.,TREZNAI ISTVÅN,POLGÅRMESTER,(46)391-238,,,betöltetlen,jegyzô betöltetlen,község,03805
"POINT (598899.3 131099.8)",2502,TOLNA MEGYE,Szakály,7193,,Kossuth L. u. 11.,BALOGH ÅRPÅDNÉ,POLGÅRMESTER,(74)388-108,,,Varga Sándor,jegyzô,község,04464
"POINT (578142.7 133466.7)",2503,TOLNA MEGYE,Szakcs,7213,,Kossuth L. u. 4.,NAGY JÅNOS,POLGÅRMESTER,(74)385-215,,,Horváth Sándor,körjegyzô,község,10083
"POINT (652002.2 134123.1)",2504,BÁCS-KISKUN MEGYE,Szakmár,6336,,Bajcsy-Zs. u. 24.,TòTH JENº,POLGÅRMESTER,Szakmár 1,,26769 sztan h,Pálinkás Emilné,jegyzô,község,19530
"POINT (457778.4 171954.8)",2505,VAS MEGYE,Szaknyér,9936,,Kossuth Lajos u. 5.,SPILÅK EMIL,POLGÅRMESTER,Szaknyér 4,,,,,község,16504
